SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SECTOR
GANGAFORGE,Ganga Forging Limited,EQ,06-JUL-2021,1,1,INE691Z01023,1,Industrials
GARUDA,Garuda Construction and Engineering Limited,EQ,15-OCT-2024,5,1,INE0JVO01026,5,Industrials
GATEWAY,Gateway Distriparks Limited,EQ,22-MAR-2022,10,1,INE079J01017,10,Industrials
GAYAHWS,Gayatri Highways Limited,BE,28-JUN-2018,2,1,INE287Z01012,2,Industrials
GAYAPROJ,Gayatri Projects Limited,BZ,22-AUG-2011,2,1,INE336H01023,2,Industrials
GEEKAYWIRE,Geekay Wires Limited,EQ,06-MAR-2020,2,1,INE669X01024,2,Industrials
GENCON,Generic Engineering Construction and Projects Limited,BE,16-FEB-2021,5,1,INE854S01022,5,Industrials
GENUSPOWER,Genus Power Infrastructures Limited,EQ,08-JUL-2005,1,1,INE955D01029,1,Industrials
GEPIL,GE Power India Limited,EQ,19-APR-2000,10,1,INE878A01011,10,Industrials
GESHIP,The Great Eastern Shipping Company Limited,EQ,27-NOV-2006,10,1,INE017A01032,10,Industrials
GKWLIMITED,GKW Limited,EQ,20-JUL-2009,10,1,INE528A01020,10,Industrials
GLOBALVECT,Global Vectra Helicorp Limited,EQ,27-OCT-2006,10,1,INE792H01019,10,Industrials
GLOBECIVIL,Globe Civil Projects Limited,EQ,01-JUL-2025,10,1,INE0V3U01015,10,Industrials
GMMPFAUDLR,GMM Pfaudler Limited,EQ,05-MAR-2018,2,1,INE541A01023,2,Industrials
